Show Yourself (2016), Drama| Horror,2-Apr-16,USA,,8.6,79 min,English,,"Directed by Billy Ray Brewton. With Ben Hethcoat, Corsica Wilson, Barak Hardley, Stephen Cone. He came to let go. Something won't let him."
Chad's Dental Nightmare (2017), Horror,31-Oct-17,USA,,,60 min,English,,"Directed by Pete Jacelone. With Chase Bolnick, Matthew Woodward, Jack Caron, Brett Glassberg. Teenagers are dying in their sleep, apparently from fright, the night before they have dentist appointments. A young teen elicits the help of his older brother to help him investigate the deaths, but soon find themselves in deep peril at the hands of a mad doctor and dentist."
The Lurking (2015), Horror,10-Dec-15,USA,NOT RATED,6,61 min,English,$730 ,"Directed by Rob Michels. With Shayne White. Two wasteoids go deep into the serial killer infested woods of Wisconsin to party, meanwhile bodies start to pile up around them."
The Last Revenants (2017), Horror,10-Aug-17,USA,,5.6,96 min,English,,"Directed by Jim DeVault. With Helene Udy, Elissa Dowling, Suzi Lorraine, Sheri Davis. A great plague has eradicated all vampires from the planet except for four lone female survivors of the species. They must integrate into society or risk extinction."
Sleeper (2012), Action| Horror,26-Jun-12,USA,TV-MA,3.9,86 min,English,"  AUD 800,000  ","Directed by Dru Brown. With Ty Hungerford, Bruce Hopkins, Scott Levy, Kym Jackson. Enigmatically silent, and driven by love, the man known as Resnik was imprisoned for butchering another man and kidnapping the young girl at the heart of his obsession, Kelly. For the safety of his fellow inmates, Resnik was only ever allowed to wake, eat and exercise alone, after dark, he learned to like it. Now having escaped during a midnight transfer, Resnik is headed back to Moonlight Bay, ..."
Nightscape (2012), Fantasy| Horror| Thriller,26-Jun-15,Germany,NOT RATED,3,89 min,English,,"Directed by David W. Edwards. With Brett Barron, Michael Biesanz, Dave Brown, Isaac Brown. In Nightscape, an emotionally guarded drifter, Kat (Galesh), crosses paths with a phantom car responsible for a wave of supernatural violence. The drifter must learn to trust again if she is to end a lifetime of bad luck and help her new found companions survive the growing chaos and carnage."
Dark Prism (2015), Comedy| Fantasy| Horror| Sci-Fi,2015,USA,,4,106 min,English,"$1,000 ","Directed by Dylan Greenberg. With Sofe Cote, Chandani Smith, Sara Kaiser, Max Husten. Three unique and strange women each battle their own literal and metaphorical demons. Their lives soon collide due to the mysterious appearance of a massive prism and the nonsensical becomes the sensical."
Billy Club (2013), Comedy| Horror,1-Oct-13,USA,UNRATED,5.6,94 min,English,,"Directed by Drew Rosas, Nick Sommer. With Marshall Caswell, Erin Hammond, Nick Sommer, Max Williamson. Fifteen years after a gruesome triple homicide devastated their Little League baseball team, four friends reunite to commemorate their dead coach and fallen teammates. A mystery unfolds as the secrets from their past return to haunt them and a vengeful killer, hidden by an antique umpire's mask, returns to even the score."
Kill That Bitch (2014), Horror,4-Feb-14,USA,TV-MA,4.7,68 min,English,,"Directed by Dustin Mills. With Bloodcountess Bathory, Jessica Cook, Josh Eal, Elysia S. Gipson. Meticulously, one-by-one, five beautiful women with no apparent connection between them are being targeted by a deranged masked murderer who won't stop until they all suffer by his blade."
Across the River (2013), Horror| Mystery| Thriller,8-May-14,Germany,,5.5,92 min,Italian|Slovenian,,"Directed by Lorenzo Bianchini. With Renzo Gariup, Marco Marchese, Lidia Zabrieszach. The story revolves around an ethologist working in the remote woods, trapping animals and mounting cameras on them so that he can monitor their behavior remotely. The resulting recordings lead him to a remote village, the site of an ancient curse, where he is trapped due to heavy rain fall raising the level of the river and flooding out the only access..."
Deadly Waters (2015), Horror,1-Jun-15,UK,,4.7,,English,,"Directed by Tyler-James, Catherine Carpenter. With Becca Hirani, Bruce Langley, Natalie Amanda Gray, Simon Harkness. A young man falls in love with a seductive, sultry, young woman he meets on the beach. The more he falls for her, the more he will learn the dangers of falling in love with a siren."
*69 (2016), Horror| Mystery| Thriller,1-Jul-16,USA,,3.9,,English,,"Directed by Elke Blasi. With Patrick Joseph Connolly, Laurie Davis, James Gaudioso, Carolyn Kennedy. A group of friends fall victim to tragic events after one of them dials *69 in response to a crank call. Tina, who's finally putting the missing pieces of her life back together after a car accident robbed her of her memory a year prior, uncovers that these events are somehow linked to her past. Now, she must find a way to unlock the truth that is buried deep within in order to put an end to the ..."
The Black Dahlia Haunting (2012), Crime| Drama| Horror| Mystery,1-Jul-13,Canada,TV-14,5,80 min,English,"$2,000 ","Directed by Brandon Slagle. With Devanny Pinn, Britt Griffith, Noah Dahl, Alexis Iacono. While investigating the murder of her father by her blind younger brother, a young woman disturbs the vengeful spirit of Elizabeth Short, known in legend as ""The Black Dahlia""."
The Power (2015), Horror,2015,UK,,6.5,,English,,"Directed by Paul Hills. With Grace Vallorani, Constance Carter, Valentine Pelka, Jonnie Hurn. Abducted and imprisoned by a Cult, Magda awakens in a filthy cell. Despite hearing distant voices, her screams for help go unanswered. She's a prisoner, seemingly without hope - In time, she befriends another hostage, a girl who provides some comfort."
Demimonde (2017), Horror| Mystery| Romance,2017,USA,NOT RATED,,,English,,"Directed by Dorian Louis. With Dorian Louis, Hunter Kohl, Liam Haynes, Christy Williams. After her husband was mysteriously killed following a séance, a woman returns home and senses she is not alone. Who is watching her and is someone else trying to protect her? Will the memories of her past be able to save her in time?"
Portrait of a Zombie (2012), Comedy| Drama| Horror,3-Mar-12,USA,,3.6,89 min,English,"$50,000 ","Directed by Bing Bailey. With Patrick Murphy, Geraldine McAlinden, Rory Mullen, Paul O'Bryan. When son, Billy, becomes a zombie the family chooses to take care of him in the home much to the chagrin of the neighbors and the local crime boss."
The Night-Time Winds (2017), Drama| Horror| Thriller,22-Sep-17,USA,,,45 min,English,,"Directed by Ansel Faraj. With Christopher Pennock, Kelly Erin Decker, Kate Avery, Nathan Wilson. A Psychological Thriller. Estranged sisters reunite. In Glorious Black and White."
Where Demons Dwell: The Girl in the Cornfield 2 (2017), Horror| Mystery| Thriller,13-Jan-17,USA,,5.6,140 min,English,,"Directed by Ryan Callaway. With Madeline Lupi, Michelle Lulic, Alex Santoleri, Tiffany Browne-Tavarez. Tiffany is hunting for answers after her sister died during an encounter with the mysterious woman in white. When she crosses paths with Adelaide, a young woman whose family seems to be targets of the same entity, she tries to keep the deadly history from repeating itself."
The Terrible Two (2017), Horror| Thriller,2017,USA,,,84 min,English,,"Directed by Billy Lewis. With Donny Boaz, Cari Moskow, Reid Doyle, Devin McGee. This horror/paranormal thriller follows the lives of Albert and Rose Poe over the course of 4 days that happens to include the one year anniversary of their 5 and 6 year old daughters deaths. The day the girls died was their birthdays too. We soon learn there is more to the girls deaths and the house the Poe's thought was their safe haven."
Harold's Going Stiff (2011), Comedy| Horror,7-Aug-12,UK,NOT RATED,5.7,77 min,English,,"Directed by Keith Wright. With Stan Rowe, Sarah Spencer, Andy Pandini, Phil Gascoyne. Harold is suffering from a frightening new disease that is turning him into a zombie. After an experimental new treatment fails, Harold's condition deteriorates and he ends up on the run from a group of violent vigilantes who are out for blood."
Abandoned in the Dark (2014), Horror| Thriller,8-Nov-14,USA,NOT RATED,5.8,83 min,English,,"Directed by Mike Lordi. With Kane Hodder, Marcin Paluch, Ed Bergtold, Hillary Hamilton. Kane Hodder stars in this anthology film comprised of 4 short horror/suspense stories seamlessly connected to one another through gripping real life conflict and extreme tension."
A Dark Place Inside (2014), Horror,1-Feb-14,USA,TV-MA,4.1,80 min,English,,"Directed by Mike O'Mahony. With Chris Dalbey, Kieran Boyle, Rob Dimension, Genoveva Rossi. To survive, Andy commits heinous acts of murder to find refuge from a world that is in essence mad, a world where we deny our true will, thoughts and desires. How many people like Andy commit heinous acts in their attempt to ""cope"" with an insane society? Andy has a very dark place inside."
Blood Demon Rising (2017), Horror| Thriller,17-Feb-17,USA,,4.9,93 min,English,,"Directed by Harry Tchinski. With Stephen Lestat, Logan Littlefield, Ronee Collins, Simone Leorin. Grimises Rising Two couples go to a Haunted House Amusement where the two girls are taken by a Demon that has been risen from hell and his henchman . The boys break in and try to risque them but are caught in the attempt. A Jesuit Priest sent by the church to investigate finds himself in the middle and battles the Demon to the death, as Vampires and Zombie robed creatures wonder the Haunted ..."
A Haunting at the Rectory (2015), Horror,8-Jun-15,UK,NOT RATED,3.5,88 min,English,,"Directed by Andrew Jones. With Lee Bane, Suzie Frances Garton, Tom Bonington, Sarah-Louise Tyler. A Reverend and his wife discover their new home has a deadly secret."
Furry Nights (2016), Horror,30-Nov-16,USA,,8.2,,English,"$15,000 ","Directed by J. Zachary Thurman. With Keith Dowsett, Amelia Hakleroad, Allison Joy McDaniel, Maddison Stroud. When a group of teenagers venture into the woods, they stumble upon a group of Furries. Accidentally mistaking one for a real animal leads to a tragic accident. The Furries, led by the brutal Mr. Fox, launch an all-out assault on the youths. Can the teens survive the revenge of the Furries?!?"
Morgana (2012), Horror,3-Aug-12,Mexico,NOT RATED,3.7,90 min,Spanish,,"Directed by Ramón Obón. With Siouzana Melikian, Lilia Aragón, Alejandra Adame, Luis Felipe Tovar. A remote lakeside village hides an old and terrifying secret. One hundred years after the suicide of a woman named Morgana, a newcomer is confronted with the terrifying reality that the lost soul is looking for new blood. This haunting thriller stars Siouzana Melikian, Lilia Aragon, Iran Castillo, Luis Felipe Tovar, Eugenio Becker."
Red Summer (2017), Horror,1-Mar-17,USA,,6.4,105 min,Spanish,,"Directed by Carles Jofre. With Simón Andreu, Carlos Poyal, Guiem Juaneda, Aina Zuazaga. Four young people come to Mallorca to enjoy idyllic summer holidays, but delving into the most inhospitable places on the island will begin a hellish journey."
Beyond the Grave (2010), Action| Crime| Horror| Western,13-Feb-15,USA,,4.2,89 min,Portuguese|Japanese|Guarani,,"Directed by Davi de Oliveira Pinheiro. With Rafael Tombini, Álvaro Rosa Costa, Ricardo Seffner, Amanda Lerias. In a devastated post-apocalyptic world where the rules of reality are transformed by magic and madness, a vengeful police officer searches for a possessed serial killer in a battle of the not-so-good versus absolute evil."
Our Bloody Hallows Eve (2017), Crime| Horror| Thriller,31-Oct-17,USA,,,,English,,"Directed by Barbra Driftwood, Portia Marie. With Clint Narramore, Portia Marie, Amy, James Crimson. A twisted tale of revenge."
Unholy (2015), Drama| Horror| Thriller,25-Oct-15,UK,,5.8,82 min,English,,"Directed by Anthony M. Winson. With Kelly Goudie, Simon Crudgington, Jenn Day, Katie Richmond-Ward. Peter and Margaret Eastwood believe they've purchased their dream home to start their lives together but this house seems to be hiding something dark and terrifying in every corner."
Attack of the Herbals (2011), Comedy| Horror,4-Sep-12,USA,TV-MA,3.6,81 min,English,"  £15,000  ","Directed by David Ryan Keith. With Calum Booth, Steve Worsley, Richard Currie, Liam Matheson. Follows two unlikely heroes who stumble upon a mysterious crate, washed ashore. The locals find that the contents make a rather addictive herbal tea that turns the villagers into crazy zombies."
Los muertos (2017), Horror,1-Sep-17,USA,,,90 min,English,"$100,000 ","Directed by Alfonso Flores Jr.. With Noel Gugliemi, Dyana Ortelli, Philip Friedman, Natalie Ames. The death of a friend, myth of Dia De Los Muertos (Day Of The Dead), disturbing events and paranormal entities intersect with the lives of five friends in this supernatural horror."
Area 407: Part Two (2013), Horror| Thriller,27-Nov-13,USA,,4,,English,"$800,000 ","Directed by Jay Lee. With Abigail Schrader. Some of the survivors of the plane crash continue to fight for their lives as they are pursued by dinosaurs, a genetically engineered army of zombies, and an array of other terrifying elements and the horrifying government conspiracy unfolds."
Haunted Trailer (2014), Comedy| Horror,22-Jul-14,USA,,4.4,90 min,English,"$100,000 ","Directed by Chuck Norfolk. With Ron Jeremy, Joe Grisaffi, Jeremy James Douglas Norton, Jake Byrd. Two goofy hick brothers (Elvis and Aaron), their crazy redneck Momma and sexy sister (Prissy) must exorcise their mobile home of an ancient demon set free to fulfill the 2012 prophecy, with the help of a low rent TV evangelist named Reverend Wiggems, or the world will end. A Raunchy redneck comedy/horror."
Camp Blood First Slaughter (2014), Horror| Thriller,20-May-14,USA,,3.1,72 min,English,,"Directed by Mark Polonia. With Houston Baker, Elizabeth V. Costanzo, Steve Diasparra, Kelsey Kaufmann. A group of students on a class assignment travel to the infamous Camp Blood woods in the hopes of debunking a local legend."
The Rooms (2014), Horror,27-Mar-14,Thailand,,5.7,,Thai,,"Directed by Jaded Aueychimplee, Ittisak Eusunthornwattana, Panjapong Kongkanoy. With Markus Waldow, Savika Chaiyadej, Yoko Takano, Kavee Tanjararak. All events take place in rooms. STORY 1 GREEN SONATA is about a lonely violinist whose wife, after an accident, is bedridden. He has promised her undying devotion during courtship, and must now keep his promise. But he has sexual demands as a man and needs to burn off his sexual energy. He finds a willing victim in a virgin who's is having her first working day as a prostitute. The moment he ..."
Entity (2013), Drama| Horror| Thriller,3-Sep-13,USA,,3.6,107 min,English,"$200,000 ","Directed by Mike Yurinko. With Holt Boggs, Brandon Slagle, Nick Mancuso, Frederic Doss. A man deals with the personal tragedy of his family's death by living at the vacation cabin that they last stayed at. He soon discovers he's not alone."
Sledge (2014), Horror,2-Sep-14,USA,NOT RATED,4.6,75 min,English,,"Directed by John B Sovie II, Kristian Hanson. With Dustin Bowman, Rachel Cornell, Tino Faygo, Kristian Hanson. Sledge hits you from the beginning with humor and originality. Opening with Assly's True American Horror television program, the action kicks off instantly with skull crushing deaths from the killer, Adam Lynch. Adam believes he is in a movie and video game that he has created in his head."
Marianne (2011), Drama| Fantasy| Horror| Thriller,3-Jul-13,USA,NOT RATED,4.9,103 min,Swedish,"  SEK 1,000,000  ","Directed by Filip Tegstedt. With Thomas Hedengran, Peter Stormare, Tintin Anderzon, Sandra Larsson. After the death of his beloved wife a man begins to fall apart mentally, having dreadful nightmares and finding his family and career affected. As time goes on, he begins to rapidly slip away."
Red Christmas (2014), Horror,9-Dec-14,USA,,6.1,60 min,English,,"Directed by Steve Rudzinski. With Seth Gontkovic, Amie Wrenn, Shawn Shelpman, Steve Rudzinski. I'm Tara, I like killing people! I've been doing it a long time now and realized there might be some folks that want to see what it's like. So I made this movie to show you all of the steps of how to brutally murder a person while never forgetting what the holidays are all about! This year, I'm dreaming of a Red Christmas!"
Psychotic (2012), Action| Horror| Thriller,3-Mar-15,USA,TV-14,3.9,80 min,English,"  £2,000,000  ","Directed by Johnny Johnson. With Jenna Verdicchio, Steve Hope Wynne, Kristina Dargelyte, Rosie Cochrane. A psychologist is trapped inside a mental institution where all the patients have escaped and are on the rampage."
Death-Scort Service Part 2: The Naked Dead (2017), Horror,7-Apr-17,USA,,5.2,,English,"$2,500 ","Directed by Sean Donohue. With Krystal Pixie Adams, Bob Glazier, 'Sushi' Xhyvette Holder, Katie McKinley. Deep in the heart of Las Vegas a new killer has emerged. Having survived the previous psycho's last wrath (Michelle) Krystal ""Pixie"" Adams is left behind to start anew and forget about her black past. Problem is this new murderer is unstoppable!!. A new group of up and coming hookers are on the streets left to pick up the pieces and start fresh. Will they survive, or will they become prey to this..."
Fly on the Wall (2017), Action| Crime| Horror| Thriller,27-Jun-17,USA,,,89 min,English,,"Directed by Michael R. Morris. With Brian Combs, David Danipour, Terence Tierney, Rich Sands. A young man uses a bug camera to spy on his ex-girlfriend, then witnesses her abduction."
Night People (2015), Horror| Sci-Fi| Thriller,9-May-16,USA,,4.3,108 min,English,"  €1,000,000  ","Directed by Gerard Lough. With Michael Parle, Nigel Brennan, Claire Blennerhassett, Sarah Louise Carney. A pair of professional but mismatched criminals break into a house with a dark past that is about to make its presence felt. Their story soon intertwines with two other sinister tall tales."
Hi5teria (2012), Horror| Mystery,29-Mar-12,Indonesia,,6.9,94 min,Indonesian,,"Directed by Harvan Agustriansyah, Billy Christian, Adriyanto Dewo. With Tara Basro, Bella Esperance, Egy Fedly, Kriss Hatta."
The Ungovernable Force (2015), Action| Adventure| Comedy| Horror| Sci-Fi| Thriller,1-Jan-15,USA,,6.5,101 min,English,"$20,000 ","Directed by Paul M McAlarney. With Tony Moran, Lloyd Kaufman, Debbie Rochon, Diane Pimentel."
Lebuhraya Ke Neraka (2017), Drama| Horror,4-May-17,Malaysia,,,83 min,Malay,,"Directed by Mamat Khalid. With Awie, Khir Rahman, Shahz Jaszle, Dazrin Kamarudin. Lebuhraya Ke Neraka tells a story of a rowdy group of bikers who make a stop by the side of the road and very soon all of them, with the exception of Bob, mysteriously fall ill."
Test Group (2015), Drama| Horror,1-Jan-15,USA,,4.8,163 min,English,"$35,000 ","Directed by David B. Goodwin, Ginger Paige, Albert Roberts. With Amy Allyson Oliver, Jared Allman, Krissy Notes, Brendon Earp. An EPIC zombie film that explains HOW the infection starts... raw, gritty indie film by and starring real-life veterans!"
Headless (2014), Drama| Horror| Thriller,22-Aug-14,USA,NOT RATED,5.9,71 min,English,,"Directed by Toby Lawrence. With Emily Jackson, Brecht Andersch, Brett Mann, Will Manning. After her twin sister is accused of witchcraft and beheaded by a fanatical religious cult, a young woman walks the razor sharp edge between myth and reality seeking the truth, hoping not to lose her head in the process."
She's Allergic to Cats (2016), Comedy| Horror| Romance,18-Jun-16,USA,,6.4,82 min,English,,"Directed by Michael Reich. With Mike Pinkney, Sonja Kinski, Flula Borg, Veronika Dash. A dog groomer in Hollywood aspires to be more than a dog groomer in Hollywood. Michael Pinkney is a man struggling with his lower income lifestyle in the shadow of the film industry. His job is degrading, his home is infested with rats and his mind constantly wanders into a lo-fi dreamscape that mirrors his analog video experiments. Michael's menial routine spirals out of control when he meets ..."
Gehenna: Darkness Unleashed (2015), Horror,25-Oct-15,USA,,,120 min,English,"$15,000 ","Directed by Kazarr. With Dave Fairbanks, Marcus Murphy, Lauren Cash, Akiba Robinson. The horror/suspense thriller feature film GEHENNA opens with an intense scene where a large man is running through the dark woods while screaming. As he approaches an abandon old garage out of the fog and darkness an unseen image(Antagonist) ascends from beneath the fog. Within a minute he over powers the large man who desperately try's to escape from being pulled into the darkness. Three days ..."
Hana-Dama: The Origins (2014), Horror,18-Jan-14,Japan,,5.5,,Japanese,,"Directed by Hisayasu Satô. With Tomori Abe, Shun Asada, Kei Fujiwara, Daisuke Iijima. Transfer student Mizuki is bullied mercilessly by her classmate. Nevertheless, she is always able to maintain her composure. Kirie, who is also bullied, becomes interested in Mizuki and longs for her. The two become close."
Socialistický Zombi Mord (2014), Horror,25-Apr-14,Slovakia,,6,94 min,Slovak,"  €20,000  ","Directed by Rastislav Blazek, Peter Cermak, Zuzana Paulini. With Boris Bitukov, Viktor Gschweng, Hanka Harencarova, Peter Levay. Failed Russian experiment gone horribly wrong is brought to Czechoslovakia during the 1968 invasion and forgotten about. Some 15 years later the gas is accidentally released in a Slovak school turning the students into bloodthirsty zombies."
A Touch Unseen (2014), Horror,1-May-14,USA,NOT RATED,5.2,82 min,,,"After a fatal car accident that kills their parents , two sisters start to notice strange paranormal assaults at night. Things take a worse turn when a stalker becomes interested in the younger sister."
Air terjun pengantin phuket (2013), Horror| Thriller,31-Jan-13,Indonesia,,5.4,83 min,Indonesian,,"Directed by Rizal Mantovani. With Tamara Blezinski, Darius Sinathrya, Kimberly Ryder, Udeh Nans."
Like a Bat Outta Hell (2013), Drama| Horror| Thriller,27-May-15,Philippines,NOT RATED,4.2,92 min,English,"  AUD 5,500,000  ","Directed by Danial Donai. With Vernon Wells, Rachael Murphy, Marco Dapper, Dan Balcaban. A young group of avid documentary film makers are sent to shoot in the vast extremes of the South Australian wilderness. They end up in a place called Nowhere Else. What transpires there is devastatingly, like nothing else on Earth."
Aaaah (2014), Adventure| Horror| Thriller,28-Nov-14,India,,5.7,138 min,Tamil,,"Directed by Haresh Narayan, K. Hari Shankar. With Gokulnath, Bobby Simha, Meghna, Bala Saravanan. Three friends meeting on their reunion are being drawn into a bet to prove the presence of ghosts by a rich schoolmate unexpectedly, leading them to a journey to five different places around the world suspected to be haunted."
Mohini (2017), Horror,2017,India,,,,Tamil,,"Directed by R. Madhesh. With Dilyana Bouklieva, Trisha Krishnan, Elena Valdameri, Matt Townsend."
The Midnight Matinee (2017), Horror| Mystery| Thriller,19-May-17,USA,,6.5,46 min,English,,"Directed by Justin Doescher. With Maggie Tehan, Justin Doescher, Juan-Pablo Veizaga, Shaun Woodland. Welcome ladies and gentlemen to The Midnight Matinee. You will be entertained by five stories of deceit, deception, and of course.......horror. So enter if you dare. And sit back, relax, and enjoy the show."
House of Whores (2015), Horror,1-Jul-15,USA,,7.5,55 min,English,"$1,000 ","Directed by Paul Arnone, Tom Komisar, Daniel Murphy. With Tom Komisar, Daniel Murphy, Paul Arnone, R.J. Cecott. Three beauties who would do anything for stardom. Three masked maniacs hellbent for kicks and an insatiable lust for young flesh."
Realm of Souls (2013), Horror,27-Sep-13,USA,,4.5,118 min,English,,"Directed by Chase Smith. With Lance Paul, Ella Bardine, Jon Bailey, Chase Smith. Last year, a group of filmmakers set out to investigate 13 of the most haunted locations in Georgia in order to gather footage of the supernatural for use in their next horror film. They would never return... What they unleashed was the evil that lies deep within an ancient site of unholy terror ever-looking for a way to escape. Lead by Chase, their director and owner of the Production Company ..."
The Slayers (2015), Comedy| Horror,2016,UK,,9,101 min,English,"  £100,000  ","Directed by John Williams. With Darren McAree, Matthew Sandland, George Newton, Sophie Elsby. Two cult members, Nigel and Job, decide to go on a road trip during their last two weeks on earth. Bucketlist in hand, motorhome fired up, the two head for the mountains of Scotland for a final fortnight filled with girls, skydiving, camping, alcohol and strange men claiming to be vampire slayers... Is this God's plan for Nigel and Job?"
The Jokesters (2015), Comedy| Horror| Thriller,21-Jul-15,USA,,5.2,70 min,English,,"Directed by AJ Wedding. With Lyndsi LaRose, Luis Jose Lopez, Nathan Reid, Ryan Ryans. Four friends prank a Cabin in the Woods nightmare on their friend's honeymoon so well that it actually becomes The Cabin in the Woods horror in real life."
"Silent Night, Bloody Night 2: Revival (2015)", Horror,15-Mar-15,USA,NOT RATED,3.5,90 min,English,,"Directed by Dustin Ferguson. With Julia Farrell, Luc Bernier, Jennifer Runyon, Pete Lipins. After a death in the family, siblings Angelica and James Zacherly travel to the small town of East Willard on Christmas Eve to pay their respects. They stay at a homely bed and breakfast where they learn the legend of Black Peter, Santa Claus' vengeful brother. But when they find the lost journal of Jeffrey Butler, they discover the town has its own sordid history - one more rooted in reality."
The Devils Door (2016), Horror,20-May-16,USA,,8.2,,English,"$10,000 ","Directed by Gordon Price. With Shawn Biery, Joanna Burke, Billy Obryen Cobb, Ricky D'Alonzo. More mystery and ghoulish behavior from the crew at chapter 11, Detective young is at it again in this follow up to Gordy price's( the Watermen,Tyler Perry's Good Deeds) Directorial debut in 2013 ""Music store Massacre"" Young follows clues to capture who or what is behind a series of brutal murders and finds there is something more going on than your typical run of the mill serial killer"
No 46 (2016), Horror,28-Feb-16,Australia,,4.4,,English,"  AUD 5,000  ","Directed by Ariana Kenny. With Deborah Joyce, Gerard Holland, Sarah Ann Wiles, Jack Marsden. ELISE is a young, fearful woman who escapes her old life to move in with her best friend Miranda across the country following an altercation with a stalker leading to the death of her boyfriend. They find refuge in Malachai's home, a site that saw a serial killer's murder spree several decades earlier. Though not a superstitious person, Elise begins to encounter strange events that begin to test ..."
Vampire Clay (2017), Horror,21-Sep-17,USA,,5.9,80 min,Japanese,,"Directed by Sôichi Umezawa. With Ena Fujita, Asuka Kurosawa, Yuyu Makihara, Ryô Shinoda. A plasticine demon devours the denizens of a rural art school."
In April (2016), Action| Drama| Fantasy| Horror| Thriller,1-Apr-16,USA,,8.5,119 min,English,"$80,000 ","Directed by Carlo Bruno. With Lily Blane, Carlo Bruno, Marina Bruno, Michael Earle Caza. A man drives away from home waiting for that moment to opt for suicide. On the verge of insanity, he discovers a strange travel companion. Catchphrase: ""The Road to Suicide is a Hell of a Thing"""
Dead Stop (2011), Horror,17-Jan-16,USA,,6.1,82 min,English,,"Directed by Jonas Stolpe. With Cathy Baron, Jon Briddell, Erin Campbell, Sarah Flannery. The desert can be an unforgiving place. By day, the temperatures soar past the century mark, hot enough to drop a man in his tracks, and by night they plummet low enough to freeze the life out of him. It is filled with wildlife, feral and deadly. It is not a place where you want to get lost. Unfortunately, Todd and Josh and their friends have done exactly that. On their way to a ski trip, the ..."
Ridge War Z (2013), Horror| Thriller| War,5-Nov-13,USA,TV-MA,2.8,89 min,English,"$1,000 ","Directed by Alek Gearhart. With Dominique Marsell, Travis O'Leary, Kyle Gordon, Dane O'Leary. The last surviving veterans of the worst battle of a zombie war recount their horrific memories to an author who is writing a book about their experiences."
Raichi Hikari kurabu (2015), Comedy| Horror| Thriller,13-Feb-16,Japan,,6,,Japanese,,"Directed by Eisuke Naitô. With Kisetsu Fujiwara, Yûki Furukawa, Junya Ikeda, Shôtarô Mamiya. Nine pretty boys resist becoming ugly adults, building a robot with human intelligence to help them achieve world domination and kidnap a beautiful girl. As their robot learns what it means to be human, it's creators lose their humanity."
Untitled (2011), Comedy| Drama| Horror,23-Jan-15,UK,,5.2,,English,"  £2,000  ","Directed by Shaun Troke. With Danny Goldberg, Nikki Harrup, Shaun Troke, Leonora Lim-Moore. A filmmaker, his girlfriend, his female colleague, and their rich Producer are to spend a weekend making a documentary within an isolated haunted cottage in Wales."
Andrey Iskanov's Visions of Suffering: Uroboros (2016), Horror,2016,Sweden,,7.9,,Russian,,"Directed by Andrey Iskanov. With Anastasia Asafova, Harry Bromley Davenport, Tatyana Grehova, Nadejda Gutnikova."
Mythily Veendum Varunnu (2017), Horror,21-Jul-17,India,,3.2,94 min,Malayalam,,"Directed by Sabu Varghese. With Kiran Raj, Shivani, I.M. Vijayan. After losing her father, a girl takes up the responsibility of her mother. She then moves to the city in search of a job. Upon getting the job, her job takes her to a bungalow, where she is subject to a series of horrible situations."
The Possessed (2016), Horror,23-Jul-16,China,,6.9,110 min,Chinese,,"Directed by Kai Ma. With Tianwen Dong, Jia He, Shuda Zhao, Zhongxue Wen. Two teenagers goes to the countryside to investigate the world of fortune-telling."
When I Was Alive (2014), Drama| Horror| Musical| Thriller,31-Jan-14,Brazil,,6.4,108 min,Portuguese,"  BRL 1,500,000  ","Directed by Marco Dutra. With Antônio Fagundes, Marat Descartes, Sandy, Gilda Nomacce. After losing his marriage and job, Junior moves back to his father's house, where the attractive tenant Bruna is living. The finding of objects that belonged to his dead mother drives Junior into a descent towards madness."
Scarewaves (2014), Horror,26-Sep-14,USA,TV-MA,5,82 min,English,"$70,000 ","Directed by Henrique Couto. With Erin R. Ryan, Iabou Windimere, JoAnna Lloyd, Josh Miller. From the director of Babysitter Massacre and Haunted House on Sorority Row comes a shocking new film critics are calling ""fresh and original"" and ""what horror audiences want"" In his final night as a radio host, shock jock Amos Satan spins four spine-tingling tales of terror in this anthology of urban legends inspired by Creepshow and Tales from the Crypt. Scarewaves. Listen if you dare."
The Couple (2014), Horror,30-Oct-14,Thailand,,5.8,,Thai,,"With Sushar Manaying, Pitchaya Nitipaisankul, Setthapong Phiangphor, Ravit Terdwong. In The Couple (Rak Luang Lon), a newlywed bride is possessed by the evil spirit of her sister-in-law."
Skuggan över Innfyr (2017), Horror,1-May-17,Sweden,,,90 min,Swedish,,"Directed by Simo Paulakoski. With Marlene Johnsson, Niklas Eriksson, Eli Cisneros Setterwall, Alice Ringholm Heder."
La cripta de las condenadas: Parte II (2012), Horror,7-Oct-12,Spain,,5.8,,Spanish,,"Directed by Jesús Franco. With Fata Morgana, Carmen Montes, Eva Neumann, Marta Simoes."
Flesh of my Flesh (2015), Action| Horror,25-Apr-15,USA,,5.6,90 min,English,,"Directed by Edward Martin III. With Heather Abbott, Barclay Albright, Reza Aleaziz, Jodi Altendorf. Flesh of my Flesh chronicles mankind's final hours in the last great war for existence."
The Grave Bandits (2012), Adventure| Comedy| Fantasy| Horror,6-Nov-13,Philippines,,5.3,100 min,Filipino,,"Directed by T.A. Acierto. With Lorenz Abay, Reynard Abay, Rosillo Abay, Anthony Arce. Romy and Peewee are teenage orphans in the Philippines with an unusual job; they loot the cemeteries and steal precious belongings left for the dead. The townspeople are fed up with their disrespect for the dead that a hefty reward awaits for their capture. Desperate to flee the town, the sail to a desolated island only to encounter a greater foe - THE UNDEAD, victims of contagious alien virus ..."
